CMDLINE python example_L2T_STARS_with_download.py
MEM 328.765625 1733196747.8271
MEM 328.765625 1733196747.9323
MEM 328.765625 1733196748.0379
MEM 328.765625 1733196748.1388
MEM 328.765625 1733196748.2417
MEM 328.765625 1733196748.3463
MEM 328.765625 1733196748.4501
MEM 328.765625 1733196748.5538
MEM 328.765625 1733196748.6592
MEM 328.765625 1733196748.7597
MEM 328.781250 1733196748.8638
MEM 328.781250 1733196748.9690
MEM 328.781250 1733196749.0742
MEM 329.031250 1733196749.1796
MEM 329.640625 1733196749.2848
MEM 330.187500 1733196749.3900
MEM 333.359375 1733196749.4952
MEM 352.453125 1733196749.5999
MEM 352.453125 1733196749.7051
MEM 352.453125 1733196749.8105
MEM 352.468750 1733196749.9111
MEM 352.468750 1733196750.0163
MEM 352.484375 1733196750.1217
MEM 352.500000 1733196750.2271
MEM 352.500000 1733196750.3325
MEM 352.578125 1733196750.4338
MEM 352.593750 1733196750.5372
MEM 352.609375 1733196750.6410
MEM 352.609375 1733196750.7450
MEM 352.609375 1733196750.8465
MEM 352.609375 1733196750.9517
MEM 352.609375 1733196751.0568
MEM 352.609375 1733196751.1624
MEM 352.609375 1733196751.2650
MEM 352.609375 1733196751.3673
MEM 352.609375 1733196751.4725
MEM 352.609375 1733196751.5747
MEM 352.609375 1733196751.6802
MEM 352.609375 1733196751.7813
MEM 352.609375 1733196751.8816
MEM 354.468750 1733196751.9868
MEM 354.468750 1733196752.0921
MEM 354.484375 1733196752.1974
MEM 354.484375 1733196752.3028
MEM 354.687500 1733196752.4045
MEM 354.687500 1733196752.5055
MEM 354.687500 1733196752.6108
MEM 354.687500 1733196752.7117
MEM 354.687500 1733196752.8122
MEM 354.687500 1733196752.9165
MEM 354.687500 1733196753.0217
MEM 354.687500 1733196753.1272
MEM 358.171875 1733196753.2325
MEM 432.546875 1733196753.3331
MEM 534.937500 1733196753.4382
MEM 547.187500 1733196753.5434
MEM 551.609375 1733196753.6443
MEM 602.937500 1733196753.7496
MEM 603.000000 1733196753.8547
MEM 608.640625 1733196753.9573
MEM 608.703125 1733196754.0625
MEM 658.203125 1733196754.1677
MEM 662.187500 1733196754.2730
MEM 662.187500 1733196754.3782
MEM 662.187500 1733196754.4826
MEM 662.187500 1733196754.5880
MEM 662.906250 1733196754.6918
MEM 662.906250 1733196754.7971
MEM 662.906250 1733196754.9022
MEM 662.906250 1733196755.0037
MEM 662.906250 1733196755.1089
MEM 662.921875 1733196755.2143
MEM 662.921875 1733196755.3176
MEM 662.937500 1733196755.4197
MEM 662.953125 1733196755.5249
MEM 674.875000 1733196755.6304
MEM 674.875000 1733196755.7352
MEM 674.875000 1733196755.8400
MEM 674.875000 1733196755.9452
MEM 674.875000 1733196756.0507
MEM 674.875000 1733196756.1560
MEM 674.875000 1733196756.2590
MEM 674.875000 1733196756.3600
MEM 674.875000 1733196756.4653
MEM 674.875000 1733196756.5705
MEM 674.875000 1733196756.6760
MEM 674.875000 1733196756.7767
MEM 674.890625 1733196756.8773
MEM 675.687500 1733196756.9801
MEM 675.937500 1733196757.0854
MEM 675.953125 1733196757.1906
MEM 675.953125 1733196757.2959
MEM 676.203125 1733196757.3962
MEM 679.390625 1733196757.5014
MEM 693.265625 1733196757.6066
MEM 696.109375 1733196757.7118
MEM 698.765625 1733196757.8171
MEM 698.781250 1733196757.9187
MEM 771.453125 1733196758.0240
MEM 1031.296875 1733196758.1292
MEM 1044.093750 1733196758.2344
MEM 1146.296875 1733196758.3397
MEM 1146.296875 1733196758.4432
MEM 1146.296875 1733196758.5484
MEM 1248.500000 1733196758.6536
MEM 1248.500000 1733196758.7589
MEM 1258.015625 1733196758.8641
MEM 1304.937500 1733196758.9694
MEM 1323.703125 1733196759.0746
MEM 1343.984375 1733196759.1798
MEM 1343.984375 1733196759.2835
MEM 1343.984375 1733196759.3888
MEM 1343.984375 1733196759.4918
MEM 1344.015625 1733196759.5954
MEM 1344.015625 1733196759.7008
MEM 1344.015625 1733196759.8061
MEM 1344.015625 1733196759.9085
MEM 1344.015625 1733196760.0122
MEM 1344.015625 1733196760.1175
MEM 1344.015625 1733196760.2230
MEM 1344.015625 1733196760.3282
MEM 1344.031250 1733196760.4328
MEM 1344.906250 1733196760.5378
MEM 1360.828125 1733196760.6430
MEM 1360.828125 1733196760.7483
MEM 1360.828125 1733196760.8535
MEM 1370.453125 1733196760.9588
MEM 1370.453125 1733196761.0640
MEM 1370.578125 1733196761.1692
MEM 1370.578125 1733196761.2745
MEM 1370.578125 1733196761.3793
MEM 1370.578125 1733196761.4796
MEM 1370.578125 1733196761.5848
MEM 1370.578125 1733196761.6900
MEM 1370.578125 1733196761.7952
MEM 1377.734375 1733196761.9004
MEM 1396.140625 1733196762.0056
MEM 1396.140625 1733196762.1108
MEM 1421.703125 1733196762.2160
MEM 1421.703125 1733196762.3213
MEM 1447.265625 1733196762.4265
MEM 1447.265625 1733196762.5317
MEM 1463.359375 1733196762.6369
MEM 1472.843750 1733196762.7422
MEM 1472.843750 1733196762.8474
MEM 1472.843750 1733196762.9526
MEM 1472.843750 1733196763.0557
MEM 1472.843750 1733196763.1609
MEM 1491.875000 1733196763.2661
MEM 1491.875000 1733196763.3713
MEM 1491.875000 1733196763.4769
MEM 1491.875000 1733196763.5786
MEM 1491.875000 1733196763.6838
MEM 1491.875000 1733196763.7891
MEM 1491.875000 1733196763.8900
MEM 1491.875000 1733196763.9953
MEM 1491.875000 1733196764.1005
MEM 1491.875000 1733196764.2082
MEM 1491.875000 1733196764.3099
MEM 1491.875000 1733196764.4150
MEM 1491.890625 1733196764.5202
MEM 1491.890625 1733196764.6236
MEM 1491.953125 1733196764.7288
MEM 1491.953125 1733196764.8340
MEM 1491.953125 1733196764.9347
MEM 1491.953125 1733196765.0399
MEM 1491.953125 1733196765.1451
MEM 1491.953125 1733196765.2457
MEM 1491.953125 1733196765.3509
MEM 1491.953125 1733196765.4561
MEM 1491.984375 1733196765.5610
MEM 1492.609375 1733196765.6662
MEM 1492.609375 1733196765.7681
MEM 1492.609375 1733196765.8734
MEM 1492.609375 1733196765.9744
MEM 1492.609375 1733196766.0786
MEM 1492.609375 1733196766.1840
MEM 1492.625000 1733196766.2859
MEM 1492.625000 1733196766.3866
MEM 1492.625000 1733196766.4877
MEM 1492.625000 1733196766.5929
MEM 1492.625000 1733196766.6981
MEM 1493.531250 1733196766.7991
MEM 1498.343750 1733196766.9001
MEM 1498.343750 1733196767.0052
MEM 1498.343750 1733196767.1104
MEM 1498.343750 1733196767.2156
MEM 1498.343750 1733196767.3210
MEM 1498.343750 1733196767.4232
MEM 1498.343750 1733196767.5285
MEM 1498.343750 1733196767.6300
MEM 1498.343750 1733196767.7352
MEM 1498.343750 1733196767.8404
MEM 1498.343750 1733196767.9456
MEM 1498.343750 1733196768.0496
MEM 1500.328125 1733196768.1548
MEM 1500.578125 1733196768.2600
MEM 1500.593750 1733196768.3652
MEM 1500.593750 1733196768.4705
MEM 1506.265625 1733196768.5757
MEM 1506.312500 1733196768.6786
MEM 1506.312500 1733196768.7838
MEM 1506.312500 1733196768.8890
MEM 1506.312500 1733196768.9943
MEM 1506.312500 1733196769.0995
MEM 1506.312500 1733196769.2047
MEM 1506.312500 1733196769.3052
MEM 1506.312500 1733196769.4105
MEM 1506.468750 1733196769.5110
MEM 1506.468750 1733196769.6132
MEM 1506.468750 1733196769.7160
MEM 1506.468750 1733196769.8216
MEM 1506.468750 1733196769.9269
MEM 1506.468750 1733196770.0321
MEM 1506.468750 1733196770.1374
MEM 1506.468750 1733196770.2384
MEM 1506.468750 1733196770.3439
MEM 1510.453125 1733196770.4485
MEM 1510.578125 1733196770.5538
MEM 1510.578125 1733196770.6552
MEM 1510.578125 1733196770.7608
MEM 1510.687500 1733196770.8613
MEM 1510.687500 1733196770.9664
MEM 1510.687500 1733196771.0667
MEM 1510.687500 1733196771.1721
MEM 1510.687500 1733196771.2724
MEM 1510.687500 1733196771.3776
MEM 1510.687500 1733196771.4827
MEM 1510.687500 1733196771.5879
MEM 1510.687500 1733196771.6931
MEM 1513.671875 1733196771.7983
MEM 1513.906250 1733196771.9035
MEM 1513.906250 1733196772.0054
MEM 1513.906250 1733196772.1107
MEM 1513.906250 1733196772.2159
MEM 1513.906250 1733196772.3212
MEM 1514.437500 1733196772.4247
MEM 1514.437500 1733196772.5251
MEM 1514.437500 1733196772.6256
MEM 1514.437500 1733196772.7307
MEM 1514.750000 1733196772.8360
MEM 1514.750000 1733196772.9412
MEM 1514.750000 1733196773.0464
MEM 1514.750000 1733196773.1518
MEM 1514.750000 1733196773.2532
MEM 1514.750000 1733196773.3586
MEM 1514.750000 1733196773.4634
MEM 1514.750000 1733196773.5674
MEM 1514.750000 1733196773.6702
MEM 1514.750000 1733196773.7708
MEM 1514.750000 1733196773.8719
MEM 1514.750000 1733196773.9758
MEM 1514.750000 1733196774.0810
MEM 1518.546875 1733196774.1862
MEM 1518.671875 1733196774.2884
MEM 1518.671875 1733196774.3937
MEM 1518.671875 1733196774.4997
MEM 1518.671875 1733196774.6018
MEM 1518.687500 1733196774.7057
MEM 1518.687500 1733196774.8075
MEM 1518.687500 1733196774.9147
MEM 1518.687500 1733196775.0165
MEM 1518.687500 1733196775.1217
MEM 1518.687500 1733196775.2270
MEM 1518.687500 1733196775.3286
MEM 1518.687500 1733196775.4341
MEM 1521.640625 1733196775.5387
MEM 1521.890625 1733196775.6391
MEM 1521.890625 1733196775.7419
MEM 1522.218750 1733196775.8460
MEM 1522.218750 1733196775.9512
MEM 1522.234375 1733196776.0565
MEM 1522.234375 1733196776.1593
MEM 1522.500000 1733196776.2645
MEM 1522.500000 1733196776.3697
MEM 1535.718750 1733196776.4724
MEM 1535.828125 1733196776.5776
MEM 1535.828125 1733196776.6825
MEM 1535.843750 1733196776.7854
MEM 1535.843750 1733196776.8885
MEM 1535.859375 1733196776.9913
MEM 1535.859375 1733196777.0965
MEM 1535.859375 1733196777.2018
MEM 1535.859375 1733196777.3070
MEM 1535.859375 1733196777.4095
MEM 1535.859375 1733196777.5149
MEM 1535.859375 1733196777.6164
MEM 1535.859375 1733196777.7184
MEM 1536.437500 1733196777.8196
MEM 1536.796875 1733196777.9248
MEM 1536.796875 1733196778.0300
MEM 1536.796875 1733196778.1352
MEM 1536.796875 1733196778.2391
MEM 1536.796875 1733196778.3418
MEM 1536.796875 1733196778.4430
MEM 1536.796875 1733196778.5456
MEM 1536.796875 1733196778.6510
MEM 1536.796875 1733196778.7564
MEM 1536.796875 1733196778.8600
MEM 1536.796875 1733196778.9627
MEM 1536.796875 1733196779.0662
MEM 1536.796875 1733196779.1716
MEM 1536.796875 1733196779.2748
MEM 1536.796875 1733196779.3773
MEM 1536.796875 1733196779.4825
MEM 1536.796875 1733196779.5878
MEM 1536.796875 1733196779.6930
MEM 1536.796875 1733196779.7984
MEM 1536.796875 1733196779.9036
MEM 1536.796875 1733196780.0088
MEM 1536.796875 1733196780.1140
MEM 1536.796875 1733196780.2171
MEM 1536.796875 1733196780.3223
MEM 1536.796875 1733196780.4275
MEM 1536.796875 1733196780.5328
MEM 1536.796875 1733196780.6380
MEM 1536.796875 1733196780.7433
MEM 1536.796875 1733196780.8485
MEM 1536.796875 1733196780.9537
MEM 1536.796875 1733196781.0579
MEM 1536.796875 1733196781.1631
MEM 1536.796875 1733196781.2684
MEM 1536.796875 1733196781.3736
MEM 1536.796875 1733196781.4788
MEM 1536.796875 1733196781.5840
MEM 1536.796875 1733196781.6892
MEM 1536.796875 1733196781.7945
MEM 1536.796875 1733196781.8983
MEM 1639.000000 1733196782.0035
MEM 1941.468750 1733196782.1088
MEM 2047.812500 1733196782.2140
MEM 2047.812500 1733196782.3192
MEM 2047.812500 1733196782.4244
MEM 2047.812500 1733196782.5296
MEM 2047.812500 1733196782.6349
MEM 2047.812500 1733196782.7401
MEM 2047.812500 1733196782.8419
MEM 2047.812500 1733196782.9471
MEM 2047.812500 1733196783.0523
MEM 2047.812500 1733196783.1575
MEM 2047.812500 1733196783.2627
MEM 2047.812500 1733196783.3681
MEM 2047.812500 1733196783.4728
MEM 2047.812500 1733196783.5781
MEM 2047.812500 1733196783.6815
MEM 2047.812500 1733196783.7822
MEM 2047.812500 1733196783.8876
MEM 2047.812500 1733196783.9890
MEM 2047.812500 1733196784.0926
MEM 2047.812500 1733196784.1981
MEM 2047.812500 1733196784.3034
MEM 2047.812500 1733196784.4067
MEM 2050.468750 1733196784.5079
MEM 2050.468750 1733196784.6131
MEM 2050.468750 1733196784.7183
MEM 2050.468750 1733196784.8236
MEM 2050.468750 1733196784.9288
MEM 2050.468750 1733196785.0328
MEM 2055.718750 1733196785.1381
MEM 2055.718750 1733196785.2433
MEM 2055.718750 1733196785.3486
MEM 2055.718750 1733196785.4509
MEM 2055.718750 1733196785.5561
MEM 2055.718750 1733196785.6613
MEM 2055.718750 1733196785.7666
MEM 2055.718750 1733196785.8717
MEM 2055.718750 1733196785.9769
MEM 2055.718750 1733196786.0822
MEM 2055.718750 1733196786.1874
MEM 2055.718750 1733196786.2927
MEM 2055.718750 1733196786.3979
MEM 2055.718750 1733196786.5032
MEM 2073.593750 1733196786.6084
MEM 2081.281250 1733196786.7136
MEM 2081.281250 1733196786.8189
MEM 2095.578125 1733196786.9241
MEM 2106.843750 1733196787.0293
MEM 2106.843750 1733196787.1345
MEM 2114.000000 1733196787.2398
MEM 2136.906250 1733196787.3450
MEM 2136.906250 1733196787.4496
MEM 2140.484375 1733196787.5548
MEM 2162.468750 1733196787.6601
MEM 2162.468750 1733196787.7653
MEM 2169.625000 1733196787.8705
MEM 2188.031250 1733196787.9758
MEM 2188.031250 1733196788.0810
MEM 2191.609375 1733196788.1862
MEM 2211.265625 1733196788.2864
MEM 2213.593750 1733196788.3916
MEM 2213.593750 1733196788.4969
MEM 2239.156250 1733196788.6021
MEM 2264.718750 1733196788.7073
MEM 2264.718750 1733196788.8126
MEM 2264.859375 1733196788.9178
MEM 2264.859375 1733196789.0229
MEM 2264.859375 1733196789.1281
MEM 2264.859375 1733196789.2294
MEM 2264.859375 1733196789.3346
MEM 2264.859375 1733196789.4399
MEM 2271.937500 1733196789.5451
MEM 2271.937500 1733196789.6494
MEM 2271.937500 1733196789.7547
MEM 2271.937500 1733196789.8567
MEM 2271.937500 1733196789.9581
MEM 2271.937500 1733196790.0632
MEM 2271.937500 1733196790.1685
MEM 2271.937500 1733196790.2738
MEM 2271.937500 1733196790.3775
MEM 2271.937500 1733196790.4810
MEM 2271.937500 1733196790.5837
MEM 2271.937500 1733196790.6890
MEM 2271.937500 1733196790.7943
MEM 2272.468750 1733196790.8952
MEM 2272.468750 1733196791.0004
MEM 2272.468750 1733196791.1056
MEM 2272.468750 1733196791.2108
MEM 2272.468750 1733196791.3160
MEM 2272.484375 1733196791.4212
MEM 2272.484375 1733196791.5239
MEM 2272.484375 1733196791.6292
MEM 2272.484375 1733196791.7344
MEM 2272.484375 1733196791.8396
MEM 2272.484375 1733196791.9448
MEM 2272.484375 1733196792.0500
MEM 2272.484375 1733196792.1552
MEM 2272.484375 1733196792.2605
MEM 2272.484375 1733196792.3658
MEM 2272.484375 1733196792.4699
MEM 2272.484375 1733196792.5752
MEM 2272.484375 1733196792.6805
MEM 2272.484375 1733196792.7857
MEM 2272.484375 1733196792.8909
MEM 2272.484375 1733196792.9938
MEM 2272.484375 1733196793.0989
MEM 2272.500000 1733196793.2041
MEM 2272.500000 1733196793.3094
MEM 2272.500000 1733196793.4111
MEM 2272.500000 1733196793.5164
MEM 2272.500000 1733196793.6217
MEM 2272.500000 1733196793.7271
MEM 2272.500000 1733196793.8324
MEM 2272.500000 1733196793.9331
MEM 2272.500000 1733196794.0375
MEM 2272.500000 1733196794.1427
MEM 2272.500000 1733196794.2479
MEM 2272.500000 1733196794.3532
MEM 2272.500000 1733196794.4584
MEM 2272.500000 1733196794.5636
MEM 2272.500000 1733196794.6688
MEM 2272.500000 1733196794.7700
MEM 2272.515625 1733196794.8747
MEM 2272.515625 1733196794.9799
MEM 2272.515625 1733196795.0851
MEM 2272.515625 1733196795.1904
MEM 2272.515625 1733196795.2956
MEM 2272.515625 1733196795.4008
MEM 2272.515625 1733196795.5062
MEM 2272.515625 1733196795.6100
MEM 2272.515625 1733196795.7152
MEM 2272.515625 1733196795.8204
MEM 2272.515625 1733196795.9257
MEM 2272.515625 1733196796.0309
MEM 2272.515625 1733196796.1362
MEM 2272.515625 1733196796.2414
MEM 2272.515625 1733196796.3466
MEM 2272.515625 1733196796.4518
MEM 2272.515625 1733196796.5571
MEM 2272.515625 1733196796.6604
MEM 2272.515625 1733196796.7657
MEM 2272.515625 1733196796.8709
MEM 2272.515625 1733196796.9760
MEM 2272.515625 1733196797.0812
MEM 2272.515625 1733196797.1815
MEM 2272.515625 1733196797.2867
MEM 2272.515625 1733196797.3919
MEM 2272.515625 1733196797.4971
MEM 2272.515625 1733196797.6023
MEM 2272.515625 1733196797.7076
MEM 2272.515625 1733196797.8126
MEM 2272.515625 1733196797.9149
MEM 2272.515625 1733196798.0202
MEM 2272.515625 1733196798.1254
MEM 2272.515625 1733196798.2287
MEM 2272.515625 1733196798.3338
MEM 2272.515625 1733196798.4382
MEM 2272.515625 1733196798.5435
MEM 2272.515625 1733196798.6487
MEM 2272.515625 1733196798.7540
MEM 2272.515625 1733196798.8591
MEM 2272.515625 1733196798.9643
MEM 2272.515625 1733196799.0695
MEM 2272.515625 1733196799.1746
MEM 2272.515625 1733196799.2799
MEM 2272.515625 1733196799.3851
MEM 2272.515625 1733196799.4869
MEM 2272.515625 1733196799.5907
MEM 2272.515625 1733196799.6940
MEM 2272.515625 1733196799.7969
MEM 2272.515625 1733196799.9021
MEM 2272.515625 1733196800.0073
MEM 2272.515625 1733196800.1124
MEM 2272.515625 1733196800.2176
MEM 2272.515625 1733196800.3228
MEM 2272.515625 1733196800.4280
MEM 2272.515625 1733196800.5332
MEM 2272.515625 1733196800.6385
MEM 2272.515625 1733196800.7439
MEM 2272.515625 1733196800.8474
MEM 2272.515625 1733196800.9479
MEM 2272.515625 1733196801.0531
MEM 2272.515625 1733196801.1584
MEM 2272.515625 1733196801.2637
MEM 2272.515625 1733196801.3688
MEM 2272.515625 1733196801.4693
MEM 2272.515625 1733196801.5742
MEM 2272.515625 1733196801.6756
MEM 2272.515625 1733196801.7808
MEM 2272.515625 1733196801.8826
MEM 2272.515625 1733196801.9878
MEM 2272.515625 1733196802.0929
MEM 2272.515625 1733196802.1982
MEM 2272.515625 1733196802.3034
MEM 2272.515625 1733196802.4086
MEM 2272.515625 1733196802.5108
MEM 2272.515625 1733196802.6161
MEM 2272.515625 1733196802.7213
MEM 2272.515625 1733196802.8266
MEM 2272.515625 1733196802.9280
MEM 2272.515625 1733196803.0329
MEM 2272.515625 1733196803.1380
MEM 2272.515625 1733196803.2415
MEM 2272.515625 1733196803.3470
MEM 2272.515625 1733196803.4522
MEM 2272.515625 1733196803.5534
MEM 2272.515625 1733196803.6581
MEM 2272.515625 1733196803.7633
MEM 2272.515625 1733196803.8684
MEM 2272.515625 1733196803.9730
MEM 2272.515625 1733196804.0744
MEM 2272.515625 1733196804.1796
MEM 2272.515625 1733196804.2812
MEM 2272.515625 1733196804.3864
MEM 2272.515625 1733196804.4912
MEM 2272.515625 1733196804.5950
MEM 2272.515625 1733196804.7001
MEM 2272.515625 1733196804.8034
MEM 2272.515625 1733196804.9086
MEM 2272.515625 1733196805.0138
MEM 2272.515625 1733196805.1141
MEM 2272.515625 1733196805.2193
MEM 2272.515625 1733196805.3245
MEM 2272.515625 1733196805.4300
MEM 2272.515625 1733196805.5352
MEM 2272.515625 1733196805.6405
MEM 2272.515625 1733196805.7457
MEM 2272.515625 1733196805.8512
MEM 2272.515625 1733196805.9567
MEM 2272.515625 1733196806.0620
MEM 2272.515625 1733196806.1662
MEM 2272.515625 1733196806.2714
MEM 2272.515625 1733196806.3766
MEM 2272.515625 1733196806.4819
MEM 2272.515625 1733196806.5820
MEM 2272.515625 1733196806.6872
MEM 2272.515625 1733196806.7924
MEM 2272.515625 1733196806.8977
MEM 2272.515625 1733196807.0029
MEM 2272.515625 1733196807.1082
MEM 2272.515625 1733196807.2134
MEM 2272.515625 1733196807.3186
MEM 2272.515625 1733196807.4238
MEM 2272.515625 1733196807.5277
MEM 2272.515625 1733196807.6330
MEM 2272.515625 1733196807.7337
MEM 2272.515625 1733196807.8391
MEM 2272.515625 1733196807.9397
MEM 2272.515625 1733196808.0404
MEM 2272.515625 1733196808.1411
MEM 2272.515625 1733196808.2464
MEM 2272.515625 1733196808.3516
MEM 2272.515625 1733196808.4568
MEM 2272.515625 1733196808.5620
MEM 2272.515625 1733196808.6672
MEM 2272.515625 1733196808.7724
MEM 2272.515625 1733196808.8751
MEM 2272.515625 1733196808.9803
MEM 2272.515625 1733196809.0830
MEM 2272.515625 1733196809.1860
MEM 2272.515625 1733196809.2912
MEM 2272.515625 1733196809.3950
MEM 2272.515625 1733196809.4998
MEM 2272.515625 1733196809.6039
MEM 2272.515625 1733196809.7092
MEM 2272.515625 1733196809.8144
MEM 2272.515625 1733196809.9191
MEM 2272.515625 1733196810.0237
MEM 2272.515625 1733196810.1282
MEM 2272.515625 1733196810.2334
MEM 2272.515625 1733196810.3386
MEM 2272.515625 1733196810.4440
MEM 2272.515625 1733196810.5492
MEM 2272.515625 1733196810.6558
MEM 2272.515625 1733196810.7572
MEM 2272.515625 1733196810.8623
MEM 2272.515625 1733196810.9675
MEM 2272.515625 1733196811.0726
MEM 2272.515625 1733196811.1778
MEM 2272.515625 1733196811.2830
MEM 2272.515625 1733196811.3886
MEM 2272.515625 1733196811.4938
MEM 2272.515625 1733196811.5990
MEM 2272.515625 1733196811.7025
MEM 2272.515625 1733196811.8079
MEM 2272.515625 1733196811.9132
MEM 2272.515625 1733196812.0184
MEM 2272.515625 1733196812.1237
MEM 2272.515625 1733196812.2289
MEM 2272.515625 1733196812.3341
MEM 2272.515625 1733196812.4396
MEM 2272.515625 1733196812.5448
MEM 2272.515625 1733196812.6501
MEM 2272.515625 1733196812.7553
MEM 2272.515625 1733196812.8608
MEM 2272.515625 1733196812.9660
MEM 2272.515625 1733196813.0713
MEM 2272.515625 1733196813.1764
MEM 2272.515625 1733196813.2816
MEM 2272.515625 1733196813.3868
MEM 2272.515625 1733196813.4920
MEM 2272.515625 1733196813.5972
MEM 2272.515625 1733196813.7024
MEM 2272.515625 1733196813.8077
MEM 2272.515625 1733196813.9121
MEM 2272.515625 1733196814.0173
MEM 2272.515625 1733196814.1226
MEM 2272.515625 1733196814.2246
MEM 2272.515625 1733196814.3286
MEM 2272.515625 1733196814.4341
MEM 2272.515625 1733196814.5394
MEM 2272.515625 1733196814.6446
MEM 2272.515625 1733196814.7471
MEM 2272.515625 1733196814.8524
MEM 2272.515625 1733196814.9577
MEM 2272.515625 1733196815.0630
MEM 2272.515625 1733196815.1675
MEM 2272.515625 1733196815.2685
MEM 2272.515625 1733196815.3738
MEM 2272.515625 1733196815.4792
MEM 2272.515625 1733196815.5844
MEM 2272.515625 1733196815.6883
MEM 2272.515625 1733196815.7936
MEM 2272.515625 1733196815.8989
MEM 2272.515625 1733196816.0029
MEM 2272.515625 1733196816.1082
MEM 2272.515625 1733196816.2134
MEM 2272.515625 1733196816.3188
MEM 2272.515625 1733196816.4199
MEM 2272.515625 1733196816.5254
MEM 2272.515625 1733196816.6308
MEM 2272.515625 1733196816.7361
MEM 2272.515625 1733196816.8413
MEM 2272.515625 1733196816.9464
MEM 2272.515625 1733196817.0518
MEM 2272.515625 1733196817.1532
MEM 2272.515625 1733196817.2584
MEM 2272.515625 1733196817.3635
MEM 2272.515625 1733196817.4687
MEM 2272.515625 1733196817.5739
MEM 2272.515625 1733196817.6791
MEM 2272.515625 1733196817.7845
MEM 2272.515625 1733196817.8898
MEM 2272.515625 1733196817.9950
MEM 2272.515625 1733196818.1002
MEM 2272.515625 1733196818.2053
MEM 2272.515625 1733196818.3105
MEM 2272.515625 1733196818.4144
MEM 2272.515625 1733196818.5197
MEM 2272.515625 1733196818.6214
MEM 2272.515625 1733196818.7268
MEM 2272.515625 1733196818.8286
MEM 2272.515625 1733196818.9338
MEM 2272.515625 1733196819.0390
MEM 2272.515625 1733196819.1422
MEM 2272.515625 1733196819.2474
